Company_name,Company_url,Membership_number,City,Email,Activities
Advanced Systems Company Ltd.,https://muqawil.org/en/contractors/1223/143,10001198,RIYADH,ats@atsc-sa.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of irrigation systems (canals)and main reservoirs, and drilling and maintenance of water wells', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction, erection and repair of power plants', 'Construction, erection and repair of wired and wireless communication stations and radars', 'Other utility projects construction activities n.e.c.', 'Construction of other civil engineering projects', 'Other construction works, other than buildings, such as outdoor sports facilities, land subdivision with land improvement (e.g. adding of roads, utility infrastructure etc.)', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Other demolition activities', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Landfill', 'Building site drainage', 'Other site preparation activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of satellite dishes', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Installation of lighting systems', 'Installation of fire alarms', 'Installation of burglar alarm systems', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Installation of street lighting and airport runway lighting', 'Connecting of electric appliances and household equipment, including baseboard heating', 'Other types of electrical installation', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of plumbing and sanitary equipment', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment', 'Installation, maintenance and repair of fire sprinkler systems', 'Installation, maintenance and repair of lawn sprinkler systems', 'Installation, maintenance and repair of other gas fittings, steam piping, fire sprinkler systems and lawn sprinkler systems n.e.c.', 'Installation, maintenance and repair of air- conditioning ducts', 'Other installation, maintenance and repair activities n.e.c.', 'Other construction installation', 'Installation, repair and maintenance of automated and revolving doors', 'Installation, repair and maintenance of lightning conductors', 'Installation, repair and maintenance of vacuum cleaning systems', 'Building completion and finishing', 'Building finishing', 'Interior completion such as ceilings, wooden wall coverings, movable partitions, etc.', 'Installation of ceramic', 'Installation of marble', 'Installation of cut stone tiles', 'Installation of granite', 'Other ceramic, concrete, cut stone, terrazzo, marble, granite or slate wall or floor tiles installation activities', 'Parquet and other wooden floor coverings', 'Carpets and linoleum floor coverings, including of rubber or plastic', 'Other types of floor coverings', 'Installation of decor', 'Installation of wallpaper', 'Other decor and wallpaper installation activities', 'Works of plaster or stucco', 'Interior and exterior painting of buildings', 'Other works of plaster or stucco, and painting', 'Other specialized construction activities', 'Bricklaying', 'Stone setting', 'Other bricklaying and stone setting work']"
Naif Awadh Alboqmi Contracting Est,https://muqawil.org/en/contractors/7417/143,100007417,RIYADH,info@shadengulf.com,"['Civil engineering', 'Construction of utility projects', 'Repair and maintenance of wired and wireless communication stations and radars', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Installation of fire alarms', 'Other lighting systems, fire alarms and burglar alarm systems installation activities']"
Al-Ameel Co. Ltd.,https://muqawil.org/en/contractors/2016/143,10001985,RIYADH,info@al-ameel.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of plumbing and sanitary equipment', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment', 'Building completion and finishing', 'Building finishing', 'Installation of ceramic', 'Installation of marble', 'Parquet and other wooden floor coverings', 'Installation of decor', 'Interior and exterior painting of buildings', 'Painting of civil engineering structures', 'Other works of plaster or stucco, and painting']"
Maqasim Company Limited,https://muqawil.org/en/contractors/4818/143,100004818,JEDDAH,hsan2000@hotmail.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Construction and repair of railways and subways', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways', 'Repair and maintenance of bridges or tunnels', 'Repair and maintenance of railways and subways', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Construction, erection and repair of power plants', 'Construction, erection and repair of wired and wireless communication stations and radars', 'Other utility projects construction activities n.e.c.', 'Repair and maintenance of water distribution stations, networks and main lines', 'Construction, erection and repair of power plants', 'Repair and maintenance of wired and wireless communication stations and radars', 'Construction of other civil engineering projects', 'Construction of harbor and river works', 'Construction of pleasure ports (marinas)', 'Construction of dams', 'Repair and maintenance of dams', 'Repair and maintenance of port piers and marine facilities', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Other demolition activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of satellite dishes', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Installation of lighting systems', 'Installation of fire alarms', 'Installation of burglar alarm systems', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Installation of street lighting and airport runway lighting', 'Connecting of electric appliances and household equipment, including baseboard heating', 'Other types of electrical installation', 'Installation and maintenance of fire alarms devices and equipment', 'Installation of burglar alarm systems', 'Installation and maintenance of safety devices', 'Installation and maintenance of traffic safety devices', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of solar energy collectors', 'Other construction installation', 'Installation and maintenance of early warning sirens and control centers', 'Installation and maintenance of fire equipment', 'Building completion and finishing', 'Building finishing', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of maintenance services within facilities', 'Other building and industrial cleaning activities', 'Street sweeping and snow and ice removal']"
Marasah Company,https://muqawil.org/en/contractors/933/143,10000911,RIYADH,m.alsuhaimi@marasah.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Specialized construction activities', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of air- conditioning ducts', 'Building completion and finishing', 'Building finishing']"
Shanahan Engineering Limited,https://muqawil.org/en/contractors/6228/143,200006228,AL KHOBAR,govt.affairs@shanahaneng.ie,"['Civil engineering', 'Construction of utility projects', 'Construction, erection and repair of power plants']"
Arabian Housing & Building,https://muqawil.org/en/contractors/4718/143,100004718,RIYADH,hello@ahb.sa,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction of utility projects', 'Construction, erection and repair of wired and wireless communication stations and radars', 'Construction, erection and repair of power plants', 'Repair and maintenance of wired and wireless communication stations and radars']"
Matn Trading and Contracting Company Ltd,https://muqawil.org/en/contractors/5135/143,100005135,BURAYDAH,co_maten@hotmail.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways', 'Repair and maintenance of bridges or tunnels', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Long-distance oil and gas pipelines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of irrigation systems (canals)and main reservoirs, and drilling and maintenance of water wells', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction, erection and repair of power plants', 'Construction, erection and repair of wired and wireless communication stations and radars', 'Other utility projects construction activities n.e.c.', 'Repair and maintenance of water distribution stations, networks and main lines', 'Construction and repair of irrigation systems (canals), water main storage towers and water wells drilling', 'Repair and maintenance of sewer systems, sewage disposal plants and pumping station', 'Construction, erection and repair of power plants', 'Repair and maintenance of wired and wireless communication stations and radars', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Other demolition activities', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Landfill', 'Building site drainage', 'Other site preparation activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of satellite dishes', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Installation of lighting systems', 'Installation of fire alarms', 'Installation of burglar alarm systems', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Installation of street lighting and airport runway lighting', 'Connecting of electric appliances and household equipment, including baseboard heating', 'Other types of electrical installation', 'Installation and maintenance of fire alarms devices and equipment', 'Installation of burglar alarm systems', 'Installation and maintenance of safety devices', 'Installation and maintenance of traffic safety devices', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of heating systems (electric, gas and oil)', 'Installation, maintenance and repair of solar energy collectors', 'Installation, maintenance and repair of plumbing and sanitary equipment', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment', 'Installation, maintenance and repair of gas fittings', 'Installation, maintenance and repair of steam piping', 'Installation, maintenance and repair of fire sprinkler systems', 'Installation, maintenance and repair of lawn sprinkler systems', 'Installation, maintenance and repair of other gas fittings, steam piping, fire sprinkler systems and lawn sprinkler systems n.e.c.', 'Installation, maintenance and repair of air- conditioning ducts', 'Other installation, maintenance and repair activities n.e.c.', 'Other construction installation', 'Installation, repair and maintenance of elevators and escalators', 'Installation, repair and maintenance of automated and revolving doors', 'Installation, repair and maintenance of lightning conductors', 'Installation, repair and maintenance of vacuum cleaning systems', 'Installation, repair and maintenance of thermal, sound or vibration insulation', 'Other not previously mentioned construction installation, repair and maintenance activities', 'Installation and maintenance of elevators', 'Installation, repair and maintenance of escalators, conveyor and ground belts', 'Installation, repair and maintenance of thermal, sound or vibration insulation', 'Installation and repair of civil protection devices such as heavy equipment used to control earth quicks and buildings collapse and ways of individual protection', 'Installation and maintenance of early warning sirens and control centers', 'Installation and maintenance of fire equipment', 'Installing and maintaining storage and shelves solutions', 'Building completion and finishing', 'Building finishing', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of wood', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of aluminum', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of steel', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of other not previously mentioned materials', 'Interior completion such as ceilings, wooden wall coverings, movable partitions, etc.', 'Installation of ceramic', 'Installation of marble', 'Installation of cut stone tiles', 'Installation of granite', 'Other ceramic, concrete, cut stone, terrazzo, marble, granite or slate wall or floor tiles installation activities', 'Parquet and other wooden floor coverings', 'Carpets and linoleum floor coverings, including of rubber or plastic', 'Other types of floor coverings', 'Installation of decor', 'Installation of wallpaper', 'Other decor and wallpaper installation activities', 'Works of plaster or stucco', 'Interior and exterior painting of buildings', 'Painting of civil engineering structures', 'Other works of plaster or stucco, and painting', 'Installation of glass, mirrors of buildings', 'Exterior glass installation of towers', 'Other glass, mirrors installation activities', 'Cleaning of new buildings after construction', 'Interior installation of shops, mobile homes, boats etc.', 'Installation of furniture', 'Other building completion work', 'Other specialized construction activities', 'Bricklaying', 'Stone setting', 'Other bricklaying and stone setting work', 'Scaffolds erecting', 'Construction of outdoor swimming pools', 'Steam cleaning, sand blasting and similar activities for building exteriors', 'Renting of cranes with operator', 'Other specialized building completion and finishing activities necessitating specialized skills and the use of related equipment n.e.c.', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of support services within facilities', 'Provision of general interior cleaning services within facilities', 'Provision of maintenance services within facilities', 'Other facilities support activities n.e.c.', 'Activities of government buildings cleaning services', 'Provision of mail routing services', 'General cleaning of buildings', 'General cleaning of buildings', 'Other building and industrial cleaning activities', 'Exterior cleaning of buildings', 'Specialized cleaning activities for buildings such as window cleaning, chimney cleaning, etc.', 'Swimming pool cleaning and maintenance services', 'Disinfecting and exterminating activities', 'Cleaning of trains, buses, planes, etc.', 'Cleaning of industrial machinery', 'Street sweeping and snow and ice removal', 'Other building and industrial cleaning activities n.e.c.', 'Disinfection activities and pest and rodents control by fumes', 'Landscape care and maintenance service activities', 'Care and maintenance of parks and gardens for public housing', 'Care and maintenance of greenery for buildings (roof gardens, facade greenery, indoor gardens)', 'Care and maintenance of parks and gardens for highway greenery', 'Care and maintenance of greenery for sports grounds (e.g. golf courses)', 'Care and maintenance of greenery for stationary and flowing water (basins, ponds, swimming pools, watercourses and wet areas)', 'Care and maintenance of plants for protection against noise, wind and erosion', 'Care and maintenance of other types of landscap n.e.c.', 'Activities of landscape design services', 'Maintenance of land in order to keep it in good ecological condition']"
Belt Industrial Company,https://muqawil.org/en/contractors/3224/143,10003183,RIYADH,msaber@labab.com.sa,"['Mining support services', 'Oil and natural gas extraction support activities', 'Drilling of oil fields', 'Drilling of natural gas fields', 'Services related to oil extraction except surveying services', 'Services related to natural gas extraction except surveying services', 'Other activities related to oil and natural gas extraction support activities', 'Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways']"
Alosais Contracting Company,https://muqawil.org/en/contractors/4776/143,100004776,DAMMAM,Sec.yousef@osais.com,"['Mining support services', 'Oil and natural gas extraction support activities', 'Drilling of oil fields', 'Drilling of natural gas fields', 'Services related to oil extraction except surveying services', 'Services related to natural gas extraction except surveying services', 'Other activities related to oil and natural gas extraction support activities', 'Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Construction and repair of railways and subways', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways', 'Repair and maintenance of bridges or tunnels', 'Repair and maintenance of railways and subways', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Long-distance oil and gas pipelines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of irrigation systems (canals)and main reservoirs, and drilling and maintenance of water wells', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction, erection and repair of power plants', 'Construction, erection and repair of wired and wireless communication stations and radars', 'Other utility projects construction activities n.e.c.', 'Repair and maintenance of water distribution stations, networks and main lines', 'Repair and maintenance of sewer systems, sewage disposal plants and pumping station', 'Construction, erection and repair of power plants', 'Repair and maintenance of wired and wireless communication stations and radars', 'Construction of other civil engineering projects', 'Construction of refineries and petrochemical plants', 'Construction of harbor and river works', 'Construction of pleasure ports (marinas)', 'Construction of dams', 'Dredging of waterways', 'Construction of dykes', 'Other construction works, other than buildings, such as outdoor sports facilities, land subdivision with land improvement (e.g. adding of roads, utility infrastructure etc.)', 'Repair and maintenance of dams', 'Repair and maintenance of port piers and marine facilities', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Other demolition activities', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Landfill', 'Building site drainage', 'Blasting', 'Other site preparation activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of satellite dishes', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Installation of lighting systems', 'Installation of fire alarms', 'Installation of burglar alarm systems', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Installation of street lighting and airport runway lighting', 'Connecting of electric appliances and household equipment, including baseboard heating', 'Other types of electrical installation', 'Installation and maintenance of fire alarms devices and equipment', 'Installation of burglar alarm systems', 'Installation and maintenance of safety devices', 'Installation and maintenance of traffic safety devices', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of heating systems (electric, gas and oil)', 'Installation, maintenance and repair of solar energy collectors', 'Installation, maintenance and repair of plumbing and sanitary equipment', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment', 'Installation, maintenance and repair of gas fittings', 'Installation, maintenance and repair of steam piping', 'Installation, maintenance and repair of fire sprinkler systems', 'Installation, maintenance and repair of lawn sprinkler systems', 'Installation, maintenance and repair of other gas fittings, steam piping, fire sprinkler systems and lawn sprinkler systems n.e.c.', 'Installation, maintenance and repair of air- conditioning ducts', 'Other installation, maintenance and repair activities n.e.c.', 'Other construction installation', 'Installation, repair and maintenance of elevators and escalators', 'Installation, repair and maintenance of automated and revolving doors', 'Installation, repair and maintenance of lightning conductors', 'Installation, repair and maintenance of vacuum cleaning systems', 'Installation, repair and maintenance of thermal, sound or vibration insulation', 'Other not previously mentioned construction installation, repair and maintenance activities', 'Installation and maintenance of elevators', 'Installation, repair and maintenance of escalators, conveyor and ground belts', 'Installation, repair and maintenance of thermal, sound or vibration insulation', 'Installation and repair of civil protection devices such as heavy equipment used to control earth quicks and buildings collapse and ways of individual protection', 'Installation and maintenance of early warning sirens and control centers', 'Installation and maintenance of fire equipment', 'Installing and maintaining storage and shelves solutions', 'Building completion and finishing', 'Building finishing', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of wood', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of aluminum', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of steel', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of other not previously mentioned materials', 'Interior completion such as ceilings, wooden wall coverings, movable partitions, etc.', 'Installation of ceramic', 'Installation of marble', 'Installation of cut stone tiles', 'Installation of granite', 'Other ceramic, concrete, cut stone, terrazzo, marble, granite or slate wall or floor tiles installation activities', 'Parquet and other wooden floor coverings', 'Carpets and linoleum floor coverings, including of rubber or plastic', 'Other types of floor coverings', 'Installation of decor', 'Installation of wallpaper', 'Other decor and wallpaper installation activities', 'Works of plaster or stucco', 'Interior and exterior painting of buildings', 'Painting of civil engineering structures', 'Other works of plaster or stucco, and painting', 'Installation of glass, mirrors of buildings', 'Exterior glass installation of towers', 'Other glass, mirrors installation activities', 'Cleaning of new buildings after construction', 'Interior installation of shops, mobile homes, boats etc.', 'Installation of furniture', 'Other building completion work', 'Other specialized construction activities', 'Bricklaying', 'Stone setting', 'Other bricklaying and stone setting work', 'Scaffolds erecting', 'Construction of outdoor swimming pools', 'Steam cleaning, sand blasting and similar activities for building exteriors', 'Renting of cranes with operator', 'Other specialized building completion and finishing activities necessitating specialized skills and the use of related equipment n.e.c.', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of support services within facilities', 'Provision of general interior cleaning services within facilities', 'Provision of maintenance services within facilities', 'Other facilities support activities n.e.c.', 'Activities of government buildings cleaning services', 'Provision of mail routing services', 'General cleaning of buildings', 'General cleaning of buildings', 'Other building and industrial cleaning activities', 'Exterior cleaning of buildings', 'Specialized cleaning activities for buildings such as window cleaning, chimney cleaning, etc.', 'Swimming pool cleaning and maintenance services', 'Disinfecting and exterminating activities', 'Cleaning of trains, buses, planes, etc.', 'Cleaning of industrial machinery', 'Street sweeping and snow and ice removal', 'Other building and industrial cleaning activities n.e.c.', 'Disinfection activities and pest and rodents control by fumes', 'Landscape care and maintenance service activities', 'Care and maintenance of parks and gardens for public housing', 'Care and maintenance of greenery for buildings (roof gardens, facade greenery, indoor gardens)', 'Care and maintenance of parks and gardens for highway greenery', 'Care and maintenance of greenery for sports grounds (e.g. golf courses)', 'Care and maintenance of greenery for stationary and flowing water (basins, ponds, swimming pools, watercourses and wet areas)', 'Care and maintenance of plants for protection against noise, wind and erosion', 'Care and maintenance of other types of landscap n.e.c.', 'Activities of landscape design services', 'Maintenance of land in order to keep it in good ecological condition']"
DELTA Co.,https://muqawil.org/en/contractors/1020/143,10000998,RIYADH,info@delta.com.sa,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of utility projects', 'Construction, erection and repair of power plants', 'Construction, erection and repair of wired and wireless communication stations and radars']"
Amjad Abdlwahed Mohamed Contracting Est,https://muqawil.org/en/contractors/6449/143,100006449,MUHAYIL,amjad007.com@gmail.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment']"
Algosaibi Services Company Ltd.,https://muqawil.org/en/contractors/5370/143,100005370,DAMMAM,khalid.alabdulaziz@algosaibi.com.sa,"['Specialized construction activities', 'Building completion and finishing', 'Cleaning of new buildings after construction', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of general interior cleaning services within facilities', 'Activities of government buildings cleaning services', 'General cleaning of buildings', 'General cleaning of buildings', 'Other building and industrial cleaning activities', 'Other building and industrial cleaning activities n.e.c.']"
